Species,Number,Site,date collected,complete increments,O/T,Age,D1 (mm) (to edge),D2 (mm),D3 (mm),otolith measurement check & comments,initial oto reader (initials),checker (initials),SL (mm),FL (mm),TL (mm),whole Body mass (g),gonad mass (g),somatic mass (g),Predicted TL 2022,Predicted TL 2021,Predicted Somatic Mass (g) 2022,Predicted Somatic Mass (g) 2021,Predicted growth 2021-2022 (g)
OXCA,2022-OXCA-BK-149,BK,8/30/22,,,,,,,,AV,,207,.,244,129.5,6.86,122.6,,0,,,
OXCA,2022-OXCA-BK-150,BK,8/30/22,,,,,,,,AV,,175,.,208,63.3,,63.3,,0,,,
OXCA,2022-OXCA-BK-151,BK,8/30/22,,,,,,,,AV,,146,.,180,47.5,1.19,46.3,,0,,,
OXCA,2022-OXCA-BK-152,BK,8/30/22,,,,,,,,AV,,179,.,210,76.2,2.73,73.5,,0,,,
OXCA,2022-OXCA-BK-153,BK,8/30/22,,,,,,,,AV,,174,.,207,75.5,4.45,71.1,,0,,,
OXCA,2022-OXCA-BK-154,BK,8/30/22,,,,,,,,AV,,171,.,203,73.4,2.03,71.4,,0,,,
OXCA,2022-OXCA-BK-155,BK,8/30/22,,,,,,,,AV,,179,.,214,88.5,6.06,82.4,,0,,,
OXCA,2022-OXCA-BK-156,BK,8/30/22,,,,,,,,AV,,169,.,200,65.9,4.92,61,,0,,,
OXCA,2022-OXCA-BK-157,BK,8/30/22,,,,,,,,AV,,179,.,216,93.4,1.54,91.9,,0,,,
OXCA,2022-OXCA-BK-158,BK,8/30/22,,,,,,,,AV,,174,.,205,65,2.55,62.5,,0,,,
OXCA,2022-OXCA-BK-159,BK,8/30/22,,,,,,,,AV,,182,.,212,76.6,3.15,73.5,,0,,,
OXCA,2022-OXCA-BK-160,BK,8/30/22,,,,,,,,AV,,189,.,223,91.7,4.76,86.9,,0,,,
OXCA,2022-OXCA-BK-161,BK,8/30/22,,,,,,,,AV,,202,.,238,112.6,5.89,106.7,,0,,,
OXCA,2022-OXCA-BK-162,BK,8/30/22,,,,,,,,AV,,158,.,188,56.6,2.09,54.5,,0,,,
OXCA,2022-OXCA-BK-163,BK,8/30/22,,,,,,,,AV,,116,.,138,21.6,1.2,20.4,,0,,,
OXCA,2022-OXCA-BK-164,BK,8/30/22,,,,,,,,AV,,188,.,225,85.5,3.63,81.9,,0,,,
OXCA,2022-OXCA-BK-165,BK,8/30/22,,,,,,,,AV,,169,.,201,66.1,2.73,63.4,,0,,,
OXCA,2022-OXCA-BK-166,BK,8/30/22,,,,,,,,AV,,209,.,251,136,3.61,132.4,,0,,,
OXCA,2022-OXCA-BK-167,BK,8/30/22,,,,,,,,AV,,196,.,232,97.7,3.23,94.5,,0,,,
OXCA,2022-OXCA-BK-168,BK,9/13/22,,,,,,,,AV,,148,.,179,44.6,1.28,43.3,,0,,,
OXCA,2022-OXCA-BK-169,BK,9/13/22,,,,,,,,AV,,182,.,217,82.1,1.73,80.4,,0,,,
OXCA,2022-OXCA-BK-170,BK,9/27/22,,,,,,,,AV,,178,.,211,74.2,0.81,73.4,,0,,,
OXCA,2022-OXCA-BK-171,BK,9/27/22,,,,,,,,AV,,169,.,196,58.8,0.65,58.2,,0,,,
OXCA,2022-OXCA-BK-172,BK,9/27/22,,,,,,,,AV,,143,.,171,35.2,0.68,34.5,,0,,,
OXCA,2022-OXCA-BK-173,BK,9/27/22,,,,,,,,AV,,207,.,243,105.1,0.93,104.2,,0,,,
OXCA,2022-OXCA-BK-174,BK,9/27/22,,,,,,,,AV,,108,.,131,19.2,0.16,19,,0,,,
OXCA,2022-OXCA-BK-175,BK,9/27/22,,,,,,,,AV,,174,.,206,68.4,0.39,68,,0,,,
OXCA,2022-OXCA-BK-176,BK,9/27/22,,,,,,,,AV,,194,.,228,89.3,1.33,88,,0,,,
OXCA,2022-OXCA-BK-177,BK,9/27/22,,,,,,,,AV,,143,.,172,34,0.78,33.2,,0,,,
OXCA,2022-OXCA-BK-178,BK,9/27/22,,,,,,,,AV,,165,.,194,57.3,0.3,57,,0,,,
OXCA,2022-OXCA-BK-179,BK,9/27/22,,,,,,,,AV,,133,.,156,26.4,0.31,26.1,,0,,,
OXCA,2022-OXCA-BK-180,BK,9/27/22,,,,,,,,AV,,198,.,235,101,1.48,99.5,,0,,,
OXCA,2022-OXCA-BK-181,BK,9/27/22,,,,,,,,AV,,101,.,121,12.7,0.25,12.5,,0,,,
OXCA,2022-OXCA-BK-182,BK,9/27/22,,,,,,,,AV,,188,.,222,72.4,1.47,70.9,,0,,,
OXCA,2022-OXCA-BK-183,BK,9/27/22,,,,,,,,AV,,155,.,183,41.7,0.13,41.6,,0,,,
OXCA,2022-OXCA-SMK-001,SMK,5/26/22,4,T,5,1.527,1.527,1.448,"yes, MAS altered",AV,,179,.,215,111.4,12.23,99.2,201,193,69.9,61.4,8.5
OXCA,2022-OXCA-SMK-002,SMK,5/26/22,4,T,5,1.606,1.606,1.51,"yes, MAS",AV,,163,.,190,80.5,5.45,75.1,209,200,79.1,68,11.1
OXCA,2022-OXCA-SMK-003,SMK,5/26/22,3,T,4,1.592,1.592,1.516,"yes, MAS altered",AV,,165,.,192,78.8,9.13,69.7,208,200,77.4,68.7,8.7
OXCA,2022-OXCA-SMK-004,SMK,5/26/22,2,O,2,1.384,1.345,0.981,"yes, MAS",AV,,142,.,169,53.6,7.98,45.6,183,145,51.5,25.1,26.4
OXCA,2022-OXCA-SMK-005,SMK,5/26/22,4,T,5,1.428,1.428,1.36,"yes, MAS altered",AV,,170,.,203,81.7,8.14,73.6,191,184,59.4,52.9,6.5
OXCA,2022-OXCA-SMK-006,SMK,5/26/22,5,T,6,1.599,1.599,1.544,"yes, MAS altered",AV,,180,.,212,101.3,10.05,91.3,209,203,78.3,71.8,6.5
OXCA,2022-OXCA-SMK-007,SMK,5/26/22,3,O,3,1.382,1.342,1.204,"yes, MAS altered",AV,,155,.,185,67.8,6.36,61.4,182,168,51.2,39.7,11.5
OXCA,2022-OXCA-SMK-008,SMK,6/7/22,2,O,2,1.31,1.256,1.086,"yes, MAS altered",AV,,139,.,166,43.3,8.08,35.2,174,156,43.8,31.4,12.4
OXCA,2022-OXCA-SMK-009,SMK,6/7/22,3,O,3,1.392,1.311,1.206,"yes, MAS",AV,,151,.,181,57.8,5.22,52.6,179,168,48.5,39.9,8.6
OXCA,2022-OXCA-SMK-010,SMK,6/7/22,5,O,5,1.473,1.432,1.381,"yes, MAS altered",AV,,172,.,203,78.7,5.9,72.8,192,186,59.8,54.8,5
OXCA,2022-OXCA-SMK-011,SMK,6/7/22,2,O,2,,,,"don't use, deformed",AV,,152,.,183,59.7,6.21,53.5,,0,,,
OXCA,2022-OXCA-SMK-012,SMK,6/7/22,4,T,5,1.72,1.72,1.668,"yes, MAS altered",AV,,181,.,213,90.9,7.63,83.3,221,216,93.8,86.9,6.9
OXCA,2022-OXCA-SMK-013,SMK,6/7/22,3,O,3,1.503,1.451,1.31,"yes, MAS",AV,,162,.,193,59,1.31,57.7,194,179,61.7,48.4,13.4
OXCA,2022-OXCA-SMK-014,SMK,6/7/22,2,T,3,1.337,1.337,1.232,"yes, MAS altered",AV,,162,.,194,60.5,,60.5,182,171,50.8,41.9,8.9
OXCA,2022-OXCA-SMK-015,SMK,6/7/22,3,T,4,1.415,1.415,1.326,"yes, MAS altered",AV,,169,.,200,78.5,11.17,67.3,190,181,58.1,49.8,8.3
OXCA,2022-OXCA-SMK-016,SMK,6/7/22,3,T,4,1.721,1.721,1.575,"yes, MAS",AV,,175,,210,81.5,2.05,79.5,221,206,94,75.4,18.6
OXCA,2022-OXCA-SMK-017,SMK,6/24/22,0,T,1,0.993,0.993,0,"yes, MAS",AV,,111,.,132,21.4,1.18,20.2,147,0,25.8,0,25.8
OXCA,2022-OXCA-SMK-018,SMK,6/24/22,4,O,4,1.771,1.699,1.576,"yes, MAS",AV,,175,.,211,88.8,5.6,83.2,219,206,91,75.5,15.5
OXCA,2022-OXCA-SMK-019,SMK,6/24/22,5,T,6,1.616,1.616,1.557,"yes, MAS altered",AV,,165,.,200,72.2,4.84,67.4,210,204,80.3,73.3,7
OXCA,2022-OXCA-SMK-020,SMK,6/24/22,6,T,7,1.667,1.667,1.6,"yes, MAS altered",AV,,165,.,192,78.4,4.7,73.7,216,209,86.8,78.4,8.4
OXCA,2022-OXCA-SMK-021,SMK,6/24/22,5,T,6,1.727,1.727,1.598,"yes, MAS altered",AV,,193,.,232,113.5,6.14,107.4,222,209,94.8,78.1,16.6
OXCA,2022-OXCA-SMK-022,SMK,6/24/22,4,O,4,1.68,1.617,1.486,"yes, MAS",AV,,195,.,239,129.9,6.5,123.4,211,197,80.5,65.4,15
OXCA,2022-OXCA-SMK-023,SMK,6/24/22,0,T,1,0.773,0.773,0,"yes, MAS",AV,,89,.,108,10.7,0.22,10.5,124,0,15.3,0,15.3
OXCA,2022-OXCA-SMK-024,SMK,6/24/22,5,O,5,1.498,1.453,1.396,"yes, MAS",AV,,167,.,201,81.2,4.83,76.4,194,188,61.9,56.3,5.7
OXCA,2022-OXCA-SMK-025,SMK,6/24/22,5,O,5,1.776,1.737,1.66,"yes, MAS altered",AV,,179,.,213,92.1,6.28,85.8,223,215,96.2,85.9,10.3
OXCA,2022-OXCA-SMK-026,SMK,6/24/22,2,T,3,1.469,1.469,1.385,"yes, MAS altered",AV,,160,.,190,63.3,4.6,58.7,195,187,63.6,55.2,8.4
OXCA,2022-OXCA-SMK-027,SMK,6/24/22,1,T,2,1.272,1.272,1.173,"yes, MAS",AV,,130,.,155,35.7,2.38,33.3,175,165,45.2,37.4,7.7
OXCA,2022-OXCA-SMK-028,SMK,6/24/22,5,T,6,1.725,1.725,1.611,"yes, MAS altered",AV,,180,.,215,100.4,9.81,90.6,222,210,94.5,79.7,14.8
OXCA,2022-OXCA-SMK-029,SMK,6/24/22,5,T,6,1.558,1.558,1.465,"yes, MAS altered",AV,,166,.,201,74,4.04,70,204,195,73.4,63.2,10.2
OXCA,2022-OXCA-SMK-030,SMK,6/24/22,4,O,4,1.729,1.7,1.596,"yes, MAS altered",AV,,157,.,189,65.7,4.09,61.6,219,208,91.1,77.9,13.2
OXCA,2022-OXCA-SMK-031,SMK,6/24/22,4,O,4,1.802,1.771,1.678,"yes, MAS",AV,,185,.,224,117.3,9.03,108.3,226,217,101,88.2,12.8
OXCA,2022-OXCA-SMK-032,SMK,6/24/22,4,T,5,1.701,1.701,1.628,"yes, MAS",AV,,172,.,206,96.2,6.3,89.9,219,212,91.2,81.8,9.4
OXCA,2022-OXCA-SMK-033,SMK,6/24/22,3,O,3,1.383,1.342,1.168,"yes, MAS",AV,,151,.,182,60.6,3.78,56.8,182,164,51.2,37.1,14.2
OXCA,2022-OXCA-SMK-034,SMK,7/8/22,6,T,7,1.668,1.668,1.627,"yes, MAS altered",AV,,190,.,220,115.1,7.45,107.7,216,212,86.9,81.7,5.2
OXCA,2022-OXCA-SMK-035,SMK,7/8/22,4,T,5,1.527,1.527,1.475,"yes, MAS altered",AV,,176,.,210,102.3,10.18,92.1,201,196,69.9,64.2,5.6
OXCA,2022-OXCA-SMK-036,SMK,7/8/22,4,O,4,1.635,1.579,1.323,"yes, MAS altered",AV,,167,.,194,80.1,4.64,75.5,207,180,75.9,49.5,26.3
OXCA,2022-OXCA-SMK-037,SMK,8/11/22,0,T,1,0.973,0.973,0,"yes, MAS",AV,,120,.,140,26,1.33,24.7,144,0,24.7,0,24.7
OXCA,2022-OXCA-SMK-038,SMK,8/11/22,3,T,4,1.369,1.369,1.291,"yes, MAS",AV,,165,.,189,68.5,8.11,60.4,185,177,53.7,46.8,7
OXCA,2022-OXCA-SMK-039,SMK,8/11/22,2,T,3,1.499,1.499,1.393,"yes, MAS",AV,,153,.,186,65.8,8.44,57.4,198,188,66.8,56,10.8
OXCA,2022-OXCA-SMK-040,SMK,8/11/22,3,T,4,1.485,1.485,1.384,"yes, MAS altered",AV,,168,.,199,72.9,6.54,66.4,197,187,65.3,55.1,10.2
OXCA,2022-OXCA-SMK-041,SMK,8/11/22,3,O,3,1.549,1.518,1.47,"yes, MAS",AV,,157,.,187,59.7,4.5,55.2,200,195,68.9,63.7,5.2
OXCA,2022-OXCA-SMK-042,SMK,8/11/22,4,T,5,1.756,1.756,1.661,"yes, MAS altered",AV,,180,.,214,99.6,8.61,91,225,215,98.8,86,12.8
OXCA,2022-OXCA-SMK-043,SMK,8/11/22,5,O,5,1.653,1.615,1.464,"yes, MAS",AV,,181,.,217,103.8,9.79,94,210,195,80.2,63.1,17.1
OXCA,2022-OXCA-SMK-044,SMK,8/11/22,6,O,6,1.59,1.565,1.458,"yes, MAS",AV,,180,.,211,95.5,4.93,90.6,205,194,74.2,62.5,11.8
OXCA,2022-OXCA-SMK-045,SMK,8/11/22,6,T,7,1.633,1.633,1.537,"yes, MAS altered",AV,,181,.,212,107.9,11.91,96,212,202,82.4,71,11.4
OXCA,2022-OXCA-SMK-046,SMK,8/11/22,6,T,7,1.871,1.871,1.796,"yes, MAS altered",AV,,185,.,223,115.3,5.04,110.3,237,229,116,104.6,11.4
OXCA,2022-OXCA-SMK-047,SMK,8/11/22,3,T,4,1.274,1.274,1.17,"yes, MAS altered",AV,,166,.,188,78.5,8.08,70.4,175,165,45.3,37.2,8.1
OXCA,2022-OXCA-SMK-048,SMK,8/11/22,2,T,3,1.395,1.395,1.305,"yes, MAS altered",AV,,162,.,193,70.3,5.67,64.6,188,179,56.2,48,8.2
OXCA,2022-OXCA-SMK-049,SMK,8/11/22,4,T,5,1.445,1.445,1.393,"yes, MAS altered",AV,,175,.,209,95.9,10.62,85.3,193,188,61.1,56,5.2
OXCA,2022-OXCA-SMK-050,SMK,8/11/22,3,O,3,1.525,1.525,1.293,"yes, MAS",AV,,171,.,205,86.8,8.27,78.5,201,177,69.7,46.9,22.7
OXCA,2022-OXCA-SMK-051,SMK,8/11/22,4,O,4,1.602,1.555,1.468,"yes, MAS altered",AV,,175,.,207,92.6,9.59,83,204,195,73.1,63.5,9.6
OXCA,2022-OXCA-SMK-052,SMK,8/11/22,3,T,4,1.489,1.489,1.414,"yes, MAS altered",AV,,155,.,186,63,5.77,57.2,197,190,65.7,58,7.7
OXCA,2022-OXCA-SMK-053,SMK,8/11/22,4,T,5,1.457,1.457,1.364,"yes, MAS altered",AV,,184,.,218,96.1,7.33,88.8,194,185,62.4,53.2,9.1
OXCA,2022-OXCA-SMK-054,SMK,8/11/22,4,O,4,1.559,1.559,1.504,"don't use, poor structure",AV,,186,,224,104.3,8.47,95.8,,,,,
OXCA,2022-OXCA-SMK-055,SMK,8/11/22,,,,,,,"don't use, no otoliths",AV,,156,,191,70.2,6.61,63.6,,0,,,
OXCA,2022-OXCA-SMK-056,SMK,8/18/22,3,T,4,1.559,1.433,1.345,"yes, MAS",AV,,152,.,181,53.6,3.27,50.3,192,183,59.9,51.5,8.4
OXCA,2022-OXCA-SMK-057,SMK,8/18/22,4,T,5,1.728,1.728,1.63,"yes, MAS altered",AV,,185,.,219,103.2,9.27,93.9,222,212,94.9,82.1,12.9
OXCA,2022-OXCA-SMK-058,SMK,8/18/22,2,T,3,1.281,1.281,1.118,"yes, MAS altered",AV,,143,.,169,46.9,2.45,44.5,176,159,45.9,33.6,12.3
OXCA,2022-OXCA-SMK-059,SMK,8/18/22,2,O,2,1.249,1.213,1.075,"yes, MAS altered",AV,,153,.,182,60.4,6.29,54.1,169,155,40.4,30.7,9.7
OXCA,2022-OXCA-SMK-060,SMK,8/18/22,,,,,,,"don't use, no otoliths",AV,,92,.,110,11.3,0.38,10.9,,0,,,
OXCA,2022-OXCA-SMK-061,SMK,8/18/22,4,T,5,1.506,1.506,1.423,"yes, MAS altered",AV,,190,.,225,128.3,4.61,123.7,199,191,67.6,58.9,8.7
OXCA,2022-OXCA-SMK-062,SMK,8/18/22,7,T,8,1.945,1.945,1.894,"yes, MAS altered",AV,,170,.,203,79.2,12.76,66.4,244,239,128.1,119.7,8.4
OXCA,2022-OXCA-SMK-063,SMK,8/18/22,4,T,5,1.618,1.618,1.524,"yes, MAS altered",AV,,178,.,213,96,8.51,87.5,211,201,80.6,69.6,11
OXCA,2022-OXCA-SMK-064,SMK,8/18/22,0,T,1,0.951,0.951,0,"yes, MAS",AV,,110,.,130,18.8,1.03,17.8,142,0,23.5,0,23.5
OXCA,2022-OXCA-SMK-065,SMK,8/18/22,2,T,3,1.418,1.418,1.334,"yes, MAS",AV,,154,.,184,58.4,4.31,54.1,190,182,58.4,50.5,7.9
OXCA,2022-OXCA-SMK-066,SMK,8/18/22,0,T,1,1.016,1.016,0,"yes, MAS",AV,,108,.,131,21.2,0.76,20.4,149,0,27.1,0,27.1
OXCA,2022-OXCA-SMK-067,SMK,8/18/22,4,T,5,1.592,1.592,1.521,"yes, MAS altered",AV,,165,.,197,84.4,9.75,74.7,208,201,77.4,69.2,8.2
OXCA,2022-OXCA-SMK-068,SMK,8/18/22,4,T,5,1.816,1.816,1.736,"yes, MAS altered",AV,,190,.,225,100,5.49,94.5,231,223,107.6,96,11.5
OXCA,2022-OXCA-SMK-069,SMK,8/18/22,2,T,3,1.222,1.222,1.139,"yes, MAS",AV,,153,.,182,55.8,4.92,50.9,170,162,41.1,35,6.1
OXCA,2022-OXCA-SMK-070,SMK,8/18/22,6,O,6,1.389,1.35,1.256,"yes, MAS altered",AV,,182,.,217,107.4,9.97,97.4,183,174,52,43.8,8.1
OXCA,2022-OXCA-SMK-071,SMK,8/18/22,4,T,5,1.531,1.531,1.434,"yes, MAS altered",AV,,162,.,195,83.6,4.6,79,202,192,70.3,60,10.3
OXCA,2022-OXCA-SMK-072,SMK,8/18/22,4,T,5,1.578,1.578,1.476,"yes, MAS altered",AV,,175,.,208,90,9.78,80.2,207,196,75.8,64.3,11.4
OXCA,2022-OXCA-SMK-073,SMK,8/18/22,0,T,1,0.962,0.962,0,"yes, MAS",AV,,118,.,140,24.8,2.6,22.2,143,0,24.1,0,24.1
OXCA,2022-OXCA-SMK-074,SMK,8/18/22,4,T,5,1.586,1.586,1.513,"yes, MAS altered",AV,,185,.,218,94.3,5.01,89.3,207,200,76.7,68.3,8.4
OXCA,2022-OXCA-SMK-075,SMK,8/18/22,0,T,1,0.946,0.946,0,"yes, MAS",AV,,106,.,128,18,0.89,17.1,142,0,23.2,0,23.2
OXCA,2022-OXCA-SMK-076,SMK,8/18/22,5,T,6,1.78,1.78,1.704,"yes, MAS",AV,,193,.,232,123.7,11.51,112.2,227,219,102.3,91.7,10.6
OXCA,2022-OXCA-SMK-077,SMK,8/18/22,4,T,5,1.634,1.634,1.548,"yes, MAS altered",AV,,185,.,222,105,4.55,100.5,212,203,82.6,72.3,10.3
OXCA,2022-OXCA-SMK-078,SMK,8/18/22,3,T,4,1.399,1.399,1.322,"yes, MAS altered",AV,,168,.,198,76.6,7.14,69.5,188,180,56.6,49.4,7.1
OXCA,2022-OXCA-SMK-079,SMK,8/18/22,3,T,4,1.539,1.539,1.456,"yes, MAS altered",AV,,171,.,204,81.8,6.55,75.3,203,194,71.2,62.3,9
OXCA,2022-OXCA-SMK-080,SMK,8/18/22,0,T,1,0.968,0.968,0,"yes, MAS",AV,,107,.,127,16.8,1.21,15.6,144,0,24.4,0,24.4
OXCA,2022-OXCA-SMK-081,SMK,8/18/22,2,T,3,1.354,1.354,1.239,"yes, MAS altered",AV,,161,.,195,71.3,7.43,63.9,184,172,52.3,42.5,9.8
OXCA,2022-OXCA-SMK-082,SMK,8/18/22,3,T,4,1.42,1.42,1.342,"yes, MAS altered",AV,,165,.,195,70,7.05,63,190,182,58.6,51.2,7.4
OXCA,2022-OXCA-SMK-083,SMK,8/18/22,4,T,5,1.537,1.537,1.424,"yes, MAS altered",AV,,180,.,213,91.9,8.68,83.2,202,191,71,59,12
OXCA,2022-OXCA-SMK-084,SMK,8/31/22,0,T,1,1.102,1.102,0,"yes, MAS",AV,,109,.,133,21.1,1.41,19.7,158,0,32.5,0,32.5
OXCA,2022-OXCA-SMK-085,SMK,8/31/22,2,T,3,1.434,1.434,1.352,"yes, MAS",AV,,154,.,182,61.9,3.3,58.6,192,183,60,52.1,7.9
OXCA,2022-OXCA-SMK-086,SMK,8/31/22,3,T,4,1.514,1.514,1.424,"yes, MAS",AV,,164,.,196,86.4,7.9,78.5,200,191,68.4,59,9.4
OXCA,2022-OXCA-SMK-087,SMK,8/31/22,0,T,1,1.055,1.055,0,"yes, MAS",AV,,109,.,132,19.4,1.22,18.2,153,0,29.5,0,29.5
OXCA,2022-OXCA-SMK-088,SMK,8/31/22,2,O,2,1.423,1.373,1.189,"yes, MAS altered",AV,,145,.,170,43.5,,43.5,186,167,54.1,38.6,15.5
OXCA,2022-OXCA-SMK-089,SMK,8/31/22,4,T,5,1.477,1.477,1.399,"yes, MAS",AV,,160,.,193,75.2,5.48,69.7,196,188,64.5,56.6,7.9
OXCA,2022-OXCA-SMK-090,SMK,8/31/22,4,T,5,1.53,1.53,1.405,"yes, MAS",AV,,166,.,197,65.4,3.56,61.8,202,189,70.2,57.1,13.1
OXCA,2022-OXCA-SMK-091,SMK,8/31/22,4,T,5,1.672,1.672,1.561,"yes, MAS",AV,,188,.,224,106.5,,106.5,216,205,87.4,73.8,13.7
OXCA,2022-OXCA-SMK-092,SMK,8/31/22,0,T,1,1.09,1.09,0,"yes, MAS",AV,,118,.,141,28,1.9,26.1,156,0,31.7,0,31.7
OXCA,2022-OXCA-SMK-093,SMK,8/31/22,0,T,1,0.914,0.914,0,"yes, MAS",AV,,107,.,128,18.8,1.58,17.2,138,0,21.6,0,21.6
OXCA,2022-OXCA-SMK-094,SMK,8/31/22,1,T,2,1.389,1.389,1.229,"yes, MAS",AV,,139,.,167,43.6,3.46,40.1,187,171,55.6,41.7,13.9
OXCA,2022-OXCA-SMK-095,SMK,8/31/22,0,T,1,1.033,1.033,0,"yes, MAS",AV,,108,.,128,17.8,0.99,16.8,151,0,28.1,0,28.1
OXCA,2022-OXCA-SMK-096,SMK,8/31/22,4,T,5,1.502,1.502,1.438,"yes, MAS",AV,,180,.,218,104.9,10.2,94.7,199,192,67.1,60.4,6.7
OXCA,2022-OXCA-SMK-097,SMK,8/31/22,0,T,1,0.974,0.974,0,"yes, MAS",AV,,110,.,133,19.6,1.28,18.3,145,0,24.7,0,24.7
OXCA,2022-OXCA-SMK-098,SMK,8/31/22,5,T,6,1.78,1.78,1.719,"yes, MAS altered",AV,,166,.,201,87.2,5.23,82,227,221,102.3,93.7,8.6
OXCA,2022-OXCA-SMK-099,SMK,8/31/22,4,T,5,1.678,1.678,1.593,"yes, MAS altered",AV,,167,.,201,82.1,7.92,74.2,217,208,88.2,77.5,10.7
OXCA,2022-OXCA-SMK-100,SMK,8/31/22,0,T,1,1.011,1.011,0,"yes, MAS",AV,,120,.,144,26.9,2.09,24.8,148,0,26.8,0,26.8
OXCA,2022-OXCA-SMK-101,SMK,8/31/22,0,T,1,0.974,0.974,0,"yes, MAS",AV,,106,.,128,17.7,0.72,17,145,0,24.7,0,24.7
OXCA,2022-OXCA-SMK-102,SMK,8/31/22,2,T,3,1.508,1.508,1.414,"yes, MAS",AV,,155,.,187,54.6,4.75,49.9,199,190,67.8,58,9.8
OXCA,2022-OXCA-SMK-103,SMK,8/31/22,2,O,2,1.38,1.332,1.208,"yes, MAS",AV,,143,.,172,49.3,2.97,46.3,181,169,50.3,40.1,10.3
OXCA,2022-OXCA-SMK-104,SMK,8/31/22,2,T,3,1.084,1.084,0.978,"yes, MAS altered",AV,,133,.,160,41.7,2.19,39.5,156,145,31.3,25,6.4
OXCA,2022-OXCA-SMK-105,SMK,8/31/22,6,O,6,1.749,1.704,1.607,"yes, MAS altered",AV,,178,.,212,96,9.8,86.2,219,210,91.7,79.2,12.4
OXCA,2022-OXCA-SMK-106,SMK,8/31/22,0,T,1,1.038,1.038,0,"yes, MAS",AV,,112,.,136,25.7,2.48,23.2,151,0,28.4,0,28.4
OXCA,2022-OXCA-SMK-107,SMK,8/31/22,4,O,4,1.736,1.706,1.561,"yes, MAS altered",AV,,181,.,221,103.7,5.61,98.1,220,205,91.9,73.8,18.2
OXCA,2022-OXCA-SMK-108,SMK,8/31/22,4,T,5,2.013,2.013,1.922,"yes, MAS",AV,,185,.,221,111.8,12.38,99.4,251,242,140,124.3,15.7
OXCA,2022-OXCA-SMK-109,SMK,8/31/22,3,O,3,1.753,1.675,1.399,"yes, MAS altered",AV,,174,.,211,100.6,3.96,96.6,216,188,87.8,56.6,31.3
OXCA,2022-OXCA-SMK-110,SMK,8/31/22,1,O,1,0.98,0.92,0,"yes, MAS",AV,,111,.,134,21.9,1.6,20.3,139,0,21.9,0,21.9
OXCA,2022-OXCA-SMK-111,SMK,8/31/22,2,O,2,1.311,1.282,1.152,"yes, MAS altered",AV,,141,.,170,48.4,5.52,42.9,176,163,46,35.9,10.1
OXCA,2022-OXCA-SMK-112,SMK,8/31/22,5,T,6,1.688,1.688,1.601,"yes, MAS altered",AV,,185,.,223,102.2,7.5,94.7,218,209,89.5,78.5,11
OXCA,2022-OXCA-SMK-113,SMK,8/31/22,0,T,1,0.86,0.86,0,"yes, MAS",AV,,96,.,116,14.3,1.03,13.3,133,0,19,0,19
OXCA,2022-OXCA-SMK-114,SMK,8/31/22,3,T,4,1.638,1.638,1.527,"yes, MAS",AV,,176,.,214,86,5.59,80.4,213,201,83.1,69.9,13.2
OXCA,2022-OXCA-SMK-115,SMK,8/31/22,3,T,4,1.482,1.482,1.383,"yes, MAS",AV,,155,.,187,57.7,4.33,53.4,197,187,65,55,10
OXCA,2022-OXCA-SMK-116,SMK,8/31/22,3,T,4,1.378,1.378,1.259,"yes, MAS",AV,,160,.,192,60.1,3.04,57.1,186,174,54.6,44.1,10.5
OXCA,2022-OXCA-SMK-117,SMK,8/31/22,3,T,4,1.502,1.502,1.382,"yes, MAS",AV,,169,.,201,69,7.34,61.7,199,186,67.1,54.9,12.2
OXCA,2022-OXCA-SMK-118,SMK,8/31/22,0,T,1,0.944,0.944,0,"yes, MAS",AV,,109,.,131,18,1.05,17,142,0,23.1,0,23.1
OXCA,2022-OXCA-SMK-119,SMK,8/31/22,2,T,3,1.399,1.399,1.221,"yes, MAS",AV,,150,.,180,50,,50,188,170,56.6,41.1,15.5
OXCA,2022-OXCA-SMK-120,SMK,8/31/22,3,T,4,1.636,1.636,1.518,"yes, MAS",AV,,175,.,210,86.7,7.13,79.6,212,200,82.8,68.9,13.9
OXCA,2022-OXCA-SMK-121,SMK,9/15/22,,,,,,,"don't use, deformed",AV,,174,.,207,89.5,2.98,86.5,,0,,,
OXCA,2022-OXCA-SMK-122,SMK,9/15/22,4,T,5,1.597,1.597,1.465,"yes, MAS",AV,,193,.,222,111.8,4.52,107.3,208,195,78,63.2,14.8
OXCA,2022-OXCA-SMK-123,SMK,9/15/22,4,T,5,1.669,1.669,1.58,"yes, MAS altered",AV,,175,.,207,83.9,2.42,81.5,216,207,87,76,11
OXCA,2022-OXCA-SMK-124,SMK,9/15/22,4,O,4,1.57,1.498,1.321,"yes, MAS altered",AV,,165,.,191,70.4,2.65,67.8,198,180,66.7,49.3,17.4
OXCA,2022-OXCA-SMK-125,SMK,9/15/22,3,T,4,1.347,1.347,1.225,"yes, MAS altered",AV,,164,.,195,74.6,3.37,71.2,183,170,51.7,41.4,10.3
OXCA,2022-OXCA-SMK-126,SMK,9/15/22,4,O,4,1.623,1.566,1.476,"yes, MAS altered",AV,,176,.,208,92.6,2.39,90.2,205,196,74.3,64.3,10
OXCA,2022-OXCA-SMK-127,SMK,9/15/22,3,O,3,1.566,1.455,1.14,"yes, MAS",AV,,162,.,189,64.6,2.76,61.8,194,162,62.2,35.1,27.1
